"KEGG.ID","Description","pvalue","p.adjust","qvalue","geneID","human_geneID"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,177,"177"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,11596,"177"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,207,"207"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,11651,"207"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,24185,"207"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,179424,"207"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,181524,"207"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,208,"208"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,317,"317"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,11783,"317"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,335,"335"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,338,"338"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,355,"355"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,356,"356"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,387,"387"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,468,"468"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,581,"581"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,12028,"581"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,24887,"581"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,58081,"581"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,596,"596"
"hsa05417","Lipid and atherosclerosis",2.88276214547386e-55,9.88787415897532e-53,4.43035024462298e-53,12043,"596"
